id,hotelId,rawData,type,createdAt,updatedAt,deletedAt,createdBy,updatedBy,deletedBy,inntoDataId
342,3,'{'startDate': '2023-02-17T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 63416, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2179315125@0000000030'}','room_booking_change_status','2023-02-19 03:00:00.336126+09:00','2023-02-19 03:00:00.336126+09:00',None,None,None,None,None
343,3,'{'startDate': '2023-02-17T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 63416, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2179315125@0000000030'}','room_booking_change_status','2023-02-19 03:00:00.336126+09:00','2023-02-19 03:00:00.336126+09:00',None,None,None,None,None
344,3,'{'startDate': '2023-02-17T00:00:00+09:00', 'endDate': '2023-02-18T00:00:00+09:00', 'roomBookingId': 62884, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0fu81dv@0000000061'}','room_booking_change_status','2023-02-19 03:00:00.336126+09:00','2023-02-19 03:00:00.336126+09:00',None,None,None,None,None
345,3,'{'startDate': '2023-02-17T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 62267, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3950305937@0000000030'}','room_booking_change_status','2023-02-19 03:00:00.336126+09:00','2023-02-19 03:00:00.336126+09:00',None,None,None,None,None
346,3,'{'startDate': '2023-02-17T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 62266, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3483523383@0000000030'}','room_booking_change_status','2023-02-19 03:00:00.336126+09:00','2023-02-19 03:00:00.336126+09:00',None,None,None,None,None
347,3,'{'startDate': '2023-02-17T00:00:00+09:00', 'endDate': '2023-02-18T00:00:00+09:00', 'roomBookingId': 62053, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3622699836@0000000030'}','room_booking_change_status','2023-02-19 03:00:00.336126+09:00','2023-02-19 03:00:00.336126+09:00',None,None,None,None,None
348,3,'{'startDate': '2023-02-17T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 60276, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0fi8a8s@0000000061'}','room_booking_change_status','2023-02-19 03:00:00.336126+09:00','2023-02-19 03:00:00.336126+09:00',None,None,None,None,None
349,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 64092, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3683930124@0000000030'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
350,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-22T00:00:00+09:00', 'roomBookingId': 64038, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0g1evh1_2@0000000061'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
351,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-22T00:00:00+09:00', 'roomBookingId': 64037, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0g1evh1_1@0000000061'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
352,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 63959, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2996368174@0000000030'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
353,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 63844, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2109038430@0000000030'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
354,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 63844, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2109038430@0000000030'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
355,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 63844, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2109038430@0000000030'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
356,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 63844, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2109038430@0000000030'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
357,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-20T00:00:00+09:00', 'roomBookingId': 63352, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2658037133@0000000030'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
358,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 63300, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3805404374@0000000030'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
359,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-20T00:00:00+09:00', 'roomBookingId': 63222, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TBX7LMLJEL@0000000041'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
360,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 63181, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'IY0859777528@0000000080'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
361,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 63028, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3911096060@0000000030'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
362,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 63028, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3911096060@0000000030'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
363,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 63028, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3911096060@0000000030'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
364,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 62979, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TBMPHNEIJZ@0000000041'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
365,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 62840, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TBPIUTW0JV@0000000041'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
366,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-23T00:00:00+09:00', 'roomBookingId': 62755, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3507609451@0000000030'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
367,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 62650, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0ftrtas@0000000061'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
368,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 62050, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0frvdhr@0000000061'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
369,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 61913, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0fr84j5@0000000061'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
370,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-20T00:00:00+09:00', 'roomBookingId': 61726, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2983374087@0000000030'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
371,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 60995, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0fm7mr0@0000000061'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
372,3,'{'startDate': '2023-02-18T00:00:00+09:00', 'endDate': '2023-02-19T00:00:00+09:00', 'roomBookingId': 60975, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3119013825@0000000030'}','room_booking_change_status','2023-02-20 03:00:00.360755+09:00','2023-02-20 03:00:00.360755+09:00',None,None,None,None,None
373,3,'{'startDate': '2023-02-21T15:00:00.000Z', 'endDate': '2023-02-22T15:00:00.000Z', 'roomBookingId': 64081, 'autoGeneratedCode': '0003004696'}','room_booking_change_status','2023-02-20 17:33:51.097216+09:00','2023-02-20 17:33:51.097216+09:00',None,'6ff5dbd0-e426-44a3-bcb2-96bbab931058',None,None,None
374,3,'{'startDate': '2023-02-21T15:00:00.000Z', 'endDate': '2023-02-22T15:00:00.000Z', 'roomBookingId': 64081, 'autoGeneratedCode': '0003004696'}','room_booking_change_status','2023-02-20 17:33:57.599766+09:00','2023-02-20 17:33:57.599766+09:00',None,'6ff5dbd0-e426-44a3-bcb2-96bbab931058',None,None,None
375,3,'{'startDate': '2023-03-03T15:00:00.000Z', 'endDate': '2023-03-04T15:00:00.000Z', 'roomBookingId': 64066, 'autoGeneratedCode': '0003004681'}','room_booking_change_status','2023-02-20 19:15:34.973478+09:00','2023-02-20 19:15:34.973478+09:00',None,'6ff5dbd0-e426-44a3-bcb2-96bbab931058',None,None,None
376,3,'{'startDate': '2023-03-03T15:00:00.000Z', 'endDate': '2023-03-04T15:00:00.000Z', 'roomBookingId': 64066, 'autoGeneratedCode': '0003004681'}','room_booking_change_status','2023-02-20 19:15:38.587444+09:00','2023-02-20 19:15:38.587444+09:00',None,'6ff5dbd0-e426-44a3-bcb2-96bbab931058',None,None,None
377,3,'{'startDate': '2023-03-03T15:00:00.000Z', 'endDate': '2023-03-04T15:00:00.000Z', 'roomBookingId': 61825, 'autoGeneratedCode': '0003002440'}','room_booking_change_status','2023-02-20 19:15:44.842327+09:00','2023-02-20 19:15:44.842327+09:00',None,'6ff5dbd0-e426-44a3-bcb2-96bbab931058',None,None,None
378,3,'{'startDate': '2023-03-03T15:00:00.000Z', 'endDate': '2023-03-04T15:00:00.000Z', 'roomBookingId': 61825, 'autoGeneratedCode': '0003002440'}','room_booking_change_status','2023-02-20 19:15:49.379414+09:00','2023-02-20 19:15:49.379414+09:00',None,'6ff5dbd0-e426-44a3-bcb2-96bbab931058',None,None,None
379,3,'{'startDate': '2023-02-18T15:00:00.000Z', 'endDate': '2023-02-19T15:00:00.000Z', 'roomBookingId': 63493, 'autoGeneratedCode': '0003004108'}','room_booking_change_status','2023-02-20 19:27:15.752149+09:00','2023-02-20 19:27:15.752149+09:00',None,'6ff5dbd0-e426-44a3-bcb2-96bbab931058',None,None,None
380,3,'{'startDate': '2023-02-18T15:00:00.000Z', 'endDate': '2023-02-19T15:00:00.000Z', 'roomBookingId': 63493, 'autoGeneratedCode': '0003004108'}','room_booking_change_status','2023-02-20 19:27:18.779331+09:00','2023-02-20 19:27:18.779331+09:00',None,'6ff5dbd0-e426-44a3-bcb2-96bbab931058',None,None,None
381,3,'{'startDate': '2023-02-14T15:00:00.000Z', 'endDate': '2023-02-15T15:00:00.000Z', 'roomBookingId': 64124, 'bookingStatus': 'not_arrived', 'autoGeneratedCode': '0003004739'}','tll_create_room_booking','2023-02-20 23:17:36.022898+09:00','2023-02-20 23:17:36.022898+09:00',None,'jacob.sano@tabist.com',None,None,None
382,3,'{'startDate': '2023-02-15T00:00:00+09:00', 'endDate': '2023-02-16T00:00:00+09:00', 'roomBookingId': 64124, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2922629352@0000000030'}','room_booking_change_status','2023-02-21 03:00:00.322848+09:00','2023-02-21 03:00:00.322848+09:00',None,None,None,None,None
383,3,'{'startDate': '2023-02-19T00:00:00+09:00', 'endDate': '2023-02-20T00:00:00+09:00', 'roomBookingId': 64098, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TBTPN9LJ8D@0000000041'}','room_booking_change_status','2023-02-21 03:00:00.322848+09:00','2023-02-21 03:00:00.322848+09:00',None,None,None,None,None
384,3,'{'startDate': '2023-02-19T00:00:00+09:00', 'endDate': '2023-02-20T00:00:00+09:00', 'roomBookingId': 64043, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TBET34QSOW@0000000041'}','room_booking_change_status','2023-02-21 03:00:00.322848+09:00','2023-02-21 03:00:00.322848+09:00',None,None,None,None,None
385,3,'{'startDate': '2023-02-19T00:00:00+09:00', 'endDate': '2023-02-20T00:00:00+09:00', 'roomBookingId': 63934, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0g1645p@0000000061'}','room_booking_change_status','2023-02-21 03:00:00.322848+09:00','2023-02-21 03:00:00.322848+09:00',None,None,None,None,None
386,3,'{'startDate': '2023-02-19T00:00:00+09:00', 'endDate': '2023-02-21T00:00:00+09:00', 'roomBookingId': 63904, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3101773284@0000000030'}','room_booking_change_status','2023-02-21 03:00:00.322848+09:00','2023-02-21 03:00:00.322848+09:00',None,None,None,None,None
387,3,'{'startDate': '2023-02-19T00:00:00+09:00', 'endDate': '2023-02-21T00:00:00+09:00', 'roomBookingId': 63686, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'IY0872603866@0000000080'}','room_booking_change_status','2023-02-21 03:00:00.322848+09:00','2023-02-21 03:00:00.322848+09:00',None,None,None,None,None
388,3,'{'startDate': '2023-02-19T00:00:00+09:00', 'endDate': '2023-02-20T00:00:00+09:00', 'roomBookingId': 63659, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3313832526@0000000030'}','room_booking_change_status','2023-02-21 03:00:00.322848+09:00','2023-02-21 03:00:00.322848+09:00',None,None,None,None,None
389,3,'{'startDate': '2023-02-19T00:00:00+09:00', 'endDate': '2023-02-20T00:00:00+09:00', 'roomBookingId': 63558, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3347992651@0000000030'}','room_booking_change_status','2023-02-21 03:00:00.322848+09:00','2023-02-21 03:00:00.322848+09:00',None,None,None,None,None
390,3,'{'startDate': '2023-02-19T00:00:00+09:00', 'endDate': '2023-02-20T00:00:00+09:00', 'roomBookingId': 63495, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0fzd6au@0000000061'}','room_booking_change_status','2023-02-21 03:00:00.322848+09:00','2023-02-21 03:00:00.322848+09:00',None,None,None,None,None
391,3,'{'startDate': '2023-02-19T00:00:00+09:00', 'endDate': '2023-02-20T00:00:00+09:00', 'roomBookingId': 63493, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0fzbkf7@0000000061'}','room_booking_change_status','2023-02-21 03:00:00.322848+09:00','2023-02-21 03:00:00.322848+09:00',None,None,None,None,None
392,3,'{'startDate': '2023-02-19T00:00:00+09:00', 'endDate': '2023-02-25T00:00:00+09:00', 'roomBookingId': 63420, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3434733021@0000000030'}','room_booking_change_status','2023-02-21 03:00:00.322848+09:00','2023-02-21 03:00:00.322848+09:00',None,None,None,None,None
393,3,'{'startDate': '2023-02-19T00:00:00+09:00', 'endDate': '2023-02-20T00:00:00+09:00', 'roomBookingId': 63213, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0fw8iyu@0000000061'}','room_booking_change_status','2023-02-21 03:00:00.322848+09:00','2023-02-21 03:00:00.322848+09:00',None,None,None,None,None
394,3,'{'startDate': '2023-02-19T00:00:00+09:00', 'endDate': '2023-02-24T00:00:00+09:00', 'roomBookingId': 61968, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2493792320@0000000030'}','room_booking_change_status','2023-02-21 03:00:00.322848+09:00','2023-02-21 03:00:00.322848+09:00',None,None,None,None,None
395,3,'{'startDate': '2023-02-20T00:00:00+09:00', 'endDate': '2023-02-21T00:00:00+09:00', 'roomBookingId': 64111, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0g1pfej@0000000061'}','room_booking_change_status','2023-02-22 03:00:00.341323+09:00','2023-02-22 03:00:00.341323+09:00',None,None,None,None,None
396,3,'{'startDate': '2023-02-20T00:00:00+09:00', 'endDate': '2023-02-21T00:00:00+09:00', 'roomBookingId': 64085, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3279667188@0000000030'}','room_booking_change_status','2023-02-22 03:00:00.341323+09:00','2023-02-22 03:00:00.341323+09:00',None,None,None,None,None
397,3,'{'startDate': '2023-02-20T00:00:00+09:00', 'endDate': '2023-02-21T00:00:00+09:00', 'roomBookingId': 63804, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0g0uyzd@0000000061'}','room_booking_change_status','2023-02-22 03:00:00.341323+09:00','2023-02-22 03:00:00.341323+09:00',None,None,None,None,None
398,3,'{'startDate': '2023-02-20T00:00:00+09:00', 'endDate': '2023-02-21T00:00:00+09:00', 'roomBookingId': 63714, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0g0p39y@0000000061'}','room_booking_change_status','2023-02-22 03:00:00.341323+09:00','2023-02-22 03:00:00.341323+09:00',None,None,None,None,None
399,3,'{'startDate': '2023-02-20T00:00:00+09:00', 'endDate': '2023-02-21T00:00:00+09:00', 'roomBookingId': 63650, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0g0dsxm@0000000061'}','room_booking_change_status','2023-02-22 03:00:00.341323+09:00','2023-02-22 03:00:00.341323+09:00',None,None,None,None,None
400,3,'{'startDate': '2023-02-20T00:00:00+09:00', 'endDate': '2023-02-22T00:00:00+09:00', 'roomBookingId': 63627, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3190651631@0000000030'}','room_booking_change_status','2023-02-22 03:00:00.341323+09:00','2023-02-22 03:00:00.341323+09:00',None,None,None,None,None
401,3,'{'startDate': '2023-02-20T00:00:00+09:00', 'endDate': '2023-02-21T00:00:00+09:00', 'roomBookingId': 63548, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TBBBIMHIGA@0000000041'}','room_booking_change_status','2023-02-22 03:00:00.341323+09:00','2023-02-22 03:00:00.341323+09:00',None,None,None,None,None
402,3,'{'startDate': '2023-02-20T00:00:00+09:00', 'endDate': '2023-02-23T00:00:00+09:00', 'roomBookingId': 63478, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TBNXBWBWK2@0000000041'}','room_booking_change_status','2023-02-22 03:00:00.341323+09:00','2023-02-22 03:00:00.341323+09:00',None,None,None,None,None
403,3,'{'startDate': '2023-02-20T00:00:00+09:00', 'endDate': '2023-02-21T00:00:00+09:00', 'roomBookingId': 63314, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3214904873@0000000030'}','room_booking_change_status','2023-02-22 03:00:00.341323+09:00','2023-02-22 03:00:00.341323+09:00',None,None,None,None,None
404,3,'{'startDate': '2023-02-20T00:00:00+09:00', 'endDate': '2023-02-21T00:00:00+09:00', 'roomBookingId': 63304, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'IY0864960953@0000000080'}','room_booking_change_status','2023-02-22 03:00:00.341323+09:00','2023-02-22 03:00:00.341323+09:00',None,None,None,None,None
405,3,'{'startDate': '2023-02-20T00:00:00+09:00', 'endDate': '2023-02-21T00:00:00+09:00', 'roomBookingId': 63281, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'IY0863960275@0000000080'}','room_booking_change_status','2023-02-22 03:00:00.341323+09:00','2023-02-22 03:00:00.341323+09:00',None,None,None,None,None
406,3,'{'startDate': '2023-02-20T00:00:00+09:00', 'endDate': '2023-02-23T00:00:00+09:00', 'roomBookingId': 63257, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2509723934@0000000030'}','room_booking_change_status','2023-02-22 03:00:00.341323+09:00','2023-02-22 03:00:00.341323+09:00',None,None,None,None,None
407,3,'{'startDate': '2023-02-20T00:00:00+09:00', 'endDate': '2023-02-21T00:00:00+09:00', 'roomBookingId': 63195, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0fw1gta@0000000061'}','room_booking_change_status','2023-02-22 03:00:00.341323+09:00','2023-02-22 03:00:00.341323+09:00',None,None,None,None,None
408,3,'{'startDate': '2023-02-20T00:00:00+09:00', 'endDate': '2023-02-24T00:00:00+09:00', 'roomBookingId': 62911, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'IY0855344946@0000000080'}','room_booking_change_status','2023-02-22 03:00:00.341323+09:00','2023-02-22 03:00:00.341323+09:00',None,None,None,None,None
409,3,'{'startDate': '2023-02-20T00:00:00+09:00', 'endDate': '2023-02-21T00:00:00+09:00', 'roomBookingId': 62467, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3837123011@0000000030'}','room_booking_change_status','2023-02-22 03:00:00.341323+09:00','2023-02-22 03:00:00.341323+09:00',None,None,None,None,None
410,3,'{'startDate': '2023-02-20T00:00:00+09:00', 'endDate': '2023-02-21T00:00:00+09:00', 'roomBookingId': 62358, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TBEXYITEIZ@0000000041'}','room_booking_change_status','2023-02-22 03:00:00.341323+09:00','2023-02-22 03:00:00.341323+09:00',None,None,None,None,None
411,3,'{'startDate': '2023-02-20T00:00:00+09:00', 'endDate': '2023-02-21T00:00:00+09:00', 'roomBookingId': 61853, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TBJTJDZETY@0000000041'}','room_booking_change_status','2023-02-22 03:00:00.341323+09:00','2023-02-22 03:00:00.341323+09:00',None,None,None,None,None
412,3,'{'startDate': '2023-02-20T00:00:00+09:00', 'endDate': '2023-02-22T00:00:00+09:00', 'roomBookingId': 61410, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2903821141@0000000030'}','room_booking_change_status','2023-02-22 03:00:00.341323+09:00','2023-02-22 03:00:00.341323+09:00',None,None,None,None,None
413,3,'{'startDate': '2023-02-20T00:00:00+09:00', 'endDate': '2023-02-24T00:00:00+09:00', 'roomBookingId': 60400, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0fiswuz@0000000061'}','room_booking_change_status','2023-02-22 03:00:00.341323+09:00','2023-02-22 03:00:00.341323+09:00',None,None,None,None,None
414,3,'{'startDate': '2023-02-21T00:00:00+09:00', 'endDate': '2023-02-25T00:00:00+09:00', 'roomBookingId': 63348, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3048935865@0000000030'}','room_booking_change_status','2023-02-23 03:00:00.317243+09:00','2023-02-23 03:00:00.317243+09:00',None,None,None,None,None
415,3,'{'startDate': '2023-02-21T00:00:00+09:00', 'endDate': '2023-02-23T00:00:00+09:00', 'roomBookingId': 63095, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3430467880@0000000030'}','room_booking_change_status','2023-02-23 03:00:00.317243+09:00','2023-02-23 03:00:00.317243+09:00',None,None,None,None,None
416,3,'{'startDate': '2023-02-21T00:00:00+09:00', 'endDate': '2023-02-24T00:00:00+09:00', 'roomBookingId': 62857, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2547205691@0000000030'}','room_booking_change_status','2023-02-23 03:00:00.317243+09:00','2023-02-23 03:00:00.317243+09:00',None,None,None,None,None
417,3,'{'startDate': '2023-02-21T00:00:00+09:00', 'endDate': '2023-02-24T00:00:00+09:00', 'roomBookingId': 62855, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2160946150@0000000030'}','room_booking_change_status','2023-02-23 03:00:00.317243+09:00','2023-02-23 03:00:00.317243+09:00',None,None,None,None,None
418,3,'{'startDate': '2023-02-21T00:00:00+09:00', 'endDate': '2023-02-24T00:00:00+09:00', 'roomBookingId': 62855, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2160946150@0000000030'}','room_booking_change_status','2023-02-23 03:00:00.317243+09:00','2023-02-23 03:00:00.317243+09:00',None,None,None,None,None
419,3,'{'startDate': '2023-02-21T00:00:00+09:00', 'endDate': '2023-02-22T00:00:00+09:00', 'roomBookingId': 62662, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0ftsr4n@0000000061'}','room_booking_change_status','2023-02-23 03:00:00.317243+09:00','2023-02-23 03:00:00.317243+09:00',None,None,None,None,None
420,3,'{'startDate': '2023-02-21T00:00:00+09:00', 'endDate': '2023-02-22T00:00:00+09:00', 'roomBookingId': 61929, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'RYa0fraju3@0000000061'}','room_booking_change_status','2023-02-23 03:00:00.317243+09:00','2023-02-23 03:00:00.317243+09:00',None,None,None,None,None
421,3,'{'startDate': '2023-02-22T00:00:00+09:00', 'endDate': '2023-02-23T00:00:00+09:00', 'roomBookingId': 64081, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '3338378942@0000000030'}','room_booking_change_status','2023-02-24 03:00:00.286837+09:00','2023-02-24 03:00:00.286837+09:00',None,None,None,None,None
422,3,'{'startDate': '2023-02-22T00:00:00+09:00', 'endDate': '2023-02-25T00:00:00+09:00', 'roomBookingId': 64074, 'bookingStatus': 'cancelled', 'autoGeneratedCode': '2655555936@0000000030'}','room_booking_change_status','2023-02-24 03:00:00.286837+09:00','2023-02-24 03:00:00.286837+09:00',None,None,None,None,None
423,3,'{'startDate': '2023-02-22T00:00:00+09:00', 'endDate': '2023-02-23T00:00:00+09:00', 'roomBookingId': 64041, 'bookingStatus': 'cancelled', 'autoGeneratedCode': 'TBEUMWX72I@0000000041'}','room_booking_change_status','2023-02-24 03:00:00.286837+09:00','2023-02-24 03:00:00.286837+09:00',None,None,None,None,None
